,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
236,2018,71.0295689513,NE.EXP.GNFS.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
237,2019,73.7922877465,NE.EXP.GNFS.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
238,2016,31.2600963004,NE.EXP.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
239,2017,32.762683148,NE.EXP.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
240,2018,33.7385107762,NE.EXP.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
241,2019,34.3253215593,NE.EXP.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
242,2020,31.5353944114,NE.EXP.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
243,2021,36.131560785,NE.EXP.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
244,2016,24.5950675126,NE.EXP.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
245,2017,24.9201218761,NE.EXP.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
246,2018,22.640682688200002,NE.EXP.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
247,2019,23.7762775609,NE.EXP.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
248,2020,21.5515551658,NE.EXP.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
249,2021,26.0098216606,NE.EXP.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
250,2016,46.9976408112,NE.EXP.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
251,2017,49.253432065,NE.EXP.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
252,2018,49.510355783,NE.EXP.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
253,2019,50.7474737517,NE.EXP.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
254,2020,42.0248936203,NE.EXP.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
255,2021,51.4007612144,NE.EXP.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
256,2016,14.9830360074,NE.EXP.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
257,2017,14.5512178501,NE.EXP.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
258,2018,14.5227386307,NE.EXP.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
259,2019,12.2133271455,NE.EXP.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
260,2020,8.1684551755,NE.EXP.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
261,2016,59.3988584983,NE.EXP.GNFS.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
262,2016,70.538935853,NE.EXP.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
263,2017,73.9397395796,NE.EXP.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
264,2018,75.0738018632,NE.EXP.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
265,2019,75.593848763,NE.EXP.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
266,2020,75.7805118251,NE.EXP.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
267,2021,81.0045526887,NE.EXP.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
268,2016,79.107076631,NE.EXP.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
269,2017,79.0271394981,NE.EXP.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
270,2018,76.9591647542,NE.EXP.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
271,2019,73.8944533213,NE.EXP.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
272,2020,70.9919961534,NE.EXP.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
273,2021,72.579024519,NE.EXP.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
274,2016,53.4259805225,NE.EXP.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
275,2017,55.0773767829,NE.EXP.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
276,2018,56.5598044911,NE.EXP.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
277,2019,58.9993349663,NE.EXP.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
278,2020,54.8815410876,NE.EXP.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
279,2021,59.5660988297,NE.EXP.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
280,2016,103.7640251121,NE.EXP.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
281,2017,150.0983614705,NE.EXP.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
282,2018,156.6198750277,NE.EXP.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
283,2019,166.7177463721,NE.EXP.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
284,2020,115.7748181882,NE.EXP.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
285,2016,44.6311269941,NE.EXP.GNFS.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
286,2017,40.8758761247,NE.EXP.GNFS.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
287,2018,29.1932598072,NE.EXP.GNFS.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
288,2016,23.9093795219,NE.EXP.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
289,2017,23.6821453426,NE.EXP.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
290,2018,23.5514313052,NE.EXP.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
291,2019,23.0692820413,NE.EXP.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
292,2020,18.2956971596,NE.EXP.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
293,2021,21.7527020808,NE.EXP.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
294,2016,19.5047912651,NE.EXP.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
295,2017,20.8328178926,NE.EXP.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
296,2018,22.6046839884,NE.EXP.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
297,2019,23.0483673046,NE.EXP.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
298,2020,21.8579265957,NE.EXP.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
299,2021,26.1883645352,NE.EXP.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
300,2016,10.3454639404,NE.EXP.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
301,2017,15.818443804,NE.EXP.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
302,2018,18.9119754811,NE.EXP.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
303,2019,17.5006106612,NE.EXP.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
304,2020,13.1067463706,NE.EXP.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
305,2021,11.0976186721,NE.EXP.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
306,2016,28.4585905009,NE.EXP.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
307,2017,29.0297643759,NE.EXP.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
308,2018,28.934373781,NE.EXP.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
309,2019,29.6758407921,NE.EXP.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
310,2020,25.5304252818,NE.EXP.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
311,2021,29.5471612496,NE.EXP.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
312,2016,51.4128299448,NE.EXP.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
313,2017,58.8631052137,NE.EXP.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
314,2018,59.6145344278,NE.EXP.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
315,2019,51.1307481681,NE.EXP.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
316,2020,43.4867349543,NE.EXP.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
317,2021,55.4732499288,NE.EXP.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
318,2016,77.0075377358,NE.EXP.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
319,2017,75.8098540993,NE.EXP.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
320,2018,74.4691969951,NE.EXP.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
321,2019,74.0465861276,NE.EXP.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
322,2020,71.1758186405,NE.EXP.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
323,2021,80.5243298373,NE.EXP.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
324,2016,44.0590350082,NE.EXP.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
325,2017,43.5131078705,NE.EXP.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
326,2018,40.4302189806,NE.EXP.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
327,2019,45.9463234267,NE.EXP.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
328,2020,44.8870553122,NE.EXP.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
329,2016,7.8120805027,NE.EXP.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
330,2017,7.6293686224,NE.EXP.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
331,2018,8.3726758665,NE.EXP.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
332,2019,7.9399766088,NE.EXP.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
333,2020,7.1272009428,NE.EXP.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
334,2021,7.5928382429,NE.EXP.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
335,2016,54.7001032757,NE.EXP.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
336,2017,56.557945517,NE.EXP.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
337,2018,52.959777699200004,NE.EXP.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
338,2019,55.7295011284,NE.EXP.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
339,2020,47.8820094615,NE.EXP.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
340,2016,46.6466749272,NE.EXP.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
341,2017,45.9843032662,NE.EXP.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
342,2018,47.9130892264,NE.EXP.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
343,2019,48.1316417074,NE.EXP.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
344,2020,26.9579986519,NE.EXP.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
345,2021,25.1103203985,NE.EXP.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
346,2016,34.8104524683,NE.EXP.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
347,2017,37.5495468425,NE.EXP.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
348,2018,38.4677985848,NE.EXP.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
349,2019,39.8816770342,NE.EXP.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
350,2020,35.7587344272,NE.EXP.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
351,2021,38.9326859971,NE.EXP.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
352,2016,30.2475371834,NE.EXP.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
353,2017,30.9486331871,NE.EXP.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
354,2018,31.7136672103,NE.EXP.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
355,2019,31.5920554144,NE.EXP.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
356,2020,27.8736440774,NE.EXP.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
357,2021,29.947503962,NE.EXP.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
358,2017,19.5569584304,NE.EXP.GNFS.ZS,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
359,2019,20.1751427251,NE.EXP.GNFS.ZS,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
360,2016,44.0353472921,NE.EXP.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
361,2017,50.2267539726,NE.EXP.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
362,2018,54.299076491,NE.EXP.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
363,2019,51.4310732272,NE.EXP.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
364,2020,47.7301165597,NE.EXP.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
365,2021,53.2020795326,NE.EXP.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
366,2016,15.9115118159,NE.EXP.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
367,2017,16.7894553937,NE.EXP.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
368,2018,21.7264294988,NE.EXP.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
369,2019,18.8413979685,NE.EXP.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
370,2020,8.163815230400001,NE.EXP.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
371,2021,9.6186749146,NE.EXP.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
372,2016,40.7997544369,NE.EXP.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
373,2017,46.5276142252,NE.EXP.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
374,2018,50.5585276932,NE.EXP.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
375,2019,54.8184931411,NE.EXP.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
376,2020,37.2914948646,NE.EXP.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
377,2021,43.0836412593,NE.EXP.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
378,2016,46.0732628543,NE.EXP.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
379,2017,47.1630406837,NE.EXP.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
380,2018,47.3010457679,NE.EXP.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
381,2019,46.6242388472,NE.EXP.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
382,2020,43.4168953189,NE.EXP.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
383,2021,47.4590687332,NE.EXP.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
384,2016,31.1932394893,NE.EXP.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
385,2017,33.8768744319,NE.EXP.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
386,2018,33.4548958826,NE.EXP.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
387,2019,37.4495994214,NE.EXP.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
388,2020,20.7210460973,NE.EXP.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
389,2021,29.9076197158,NE.EXP.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
390,2016,31.2874562644,NE.EXP.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
391,2017,35.0340942348,NE.EXP.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
392,2018,38.9929061011,NE.EXP.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
393,2019,40.1321561092,NE.EXP.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
394,2020,31.9840015656,NE.EXP.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
395,2021,40.6295939667,NE.EXP.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
396,2016,40.7650477126,NE.EXP.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
397,2017,40.6922337471,NE.EXP.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
398,2018,44.4545789045,NE.EXP.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
399,2019,41.08380403,NE.EXP.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
400,2020,36.3627780318,NE.EXP.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
401,2016,18.9628876462,NE.EXP.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
402,2017,18.9755529686,NE.EXP.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
403,2018,19.2244224422,NE.EXP.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
404,2019,22.0458830924,NE.EXP.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
405,2020,6.3483915127,NE.EXP.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
406,2016,18.7530892948,NE.EXP.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
407,2017,18.4950463015,NE.EXP.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
408,2018,18.1989699882,NE.EXP.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
409,2019,17.6491237598,NE.EXP.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
410,2020,16.8953213652,NE.EXP.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
411,2021,18.4914937249,NE.EXP.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
412,2016,29.3715113131,NE.EXP.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
413,2017,44.6602984531,NE.EXP.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
414,2018,40.2070955329,NE.EXP.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
415,2019,30.1190304147,NE.EXP.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
416,2020,58.8090590863,NE.EXP.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
417,2021,53.3521767312,NE.EXP.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
418,2016,26.5081143,NE.EXP.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
419,2017,27.7739726207,NE.EXP.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
420,2018,25.2760949743,NE.EXP.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
421,2019,20.2879496621,NE.EXP.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
422,2020,14.3870438782,NE.EXP.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
423,2016,11.5340498304,NE.EXP.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
424,2017,11.0696515109,NE.EXP.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
425,2018,10.8161897341,NE.EXP.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
426,2019,11.7141188396,NE.EXP.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
427,2020,7.6510068543,NE.EXP.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
428,2021,7.1147237763,NE.EXP.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
429,2016,42.7141047814,NE.EXP.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
430,2017,43.093854837,NE.EXP.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
431,2018,41.4548165613,NE.EXP.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
432,2019,39.9185126725,NE.EXP.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
433,2020,35.094589076,NE.EXP.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
434,2021,38.4633350472,NE.EXP.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
435,2016,187.0051288887,NE.EXP.GNFS.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
436,2017,188.9023996366,NE.EXP.GNFS.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
437,2018,188.3395070023,NE.EXP.GNFS.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
438,2019,177.6562010628,NE.EXP.GNFS.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
439,2020,176.32640505,NE.EXP.GNFS.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
440,2021,203.9208210734,NE.EXP.GNFS.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
441,2016,86.3870823011,NE.EXP.GNFS.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
442,2017,85.905127972,NE.EXP.GNFS.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
443,2018,83.7442636316,NE.EXP.GNFS.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
444,2019,81.7759334458,NE.EXP.GNFS.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
445,2020,79.0087418143,NE.EXP.GNFS.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
446,2021,81.3328556112,NE.EXP.GNFS.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
447,2016,47.4840362948,NE.EXP.GNFS.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
448,2017,45.7322400077,NE.EXP.GNFS.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
449,2018,46.6290881494,NE.EXP.GNFS.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
450,2019,44.3025690531,NE.EXP.GNFS.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
451,2020,34.2134755105,NE.EXP.GNFS.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
452,2021,38.1282108171,NE.EXP.GNFS.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
453,2016,19.1582349106,NE.EXP.GNFS.ZS,IND,India,South Asia,Lower middle income,IBRD
454,2017,18.7917648393,NE.EXP.GNFS.ZS,IND,India,South Asia,Lower middle income,IBRD
455,2018,19.9278285989,NE.EXP.GNFS.ZS,IND,India,South Asia,Lower middle income,IBRD
456,2019,18.6909827074,NE.EXP.GNFS.ZS,IND,India,South Asia,Lower middle income,IBRD
457,2020,18.7088986866,NE.EXP.GNFS.ZS,IND,India,South Asia,Lower middle income,IBRD
